rating,code,nine_forreturn,name,nine_forPE,title,agency,eight_forreturn,eight_forPE,num,date,ratchange
买入,603939.SH,1.53,益丰药房,38,2018年年报&2019年一季报点评：快速扩店储备成长动能，2019年有望保持高增长,光大证券,,,维持,2019-04-11T08:06:10,维持
买入,601633.SH,0.66,长城汽车,15,自主品牌旗帜，政策扰动的避风港,太平洋,,,维持,2019-04-11T08:06:11,维持
买入,002376.SZ,0.78,新北洋,34,业绩符合预期，新零售和金融IT业务有望驱动成长,国盛证券,,,维持,2019-04-11T08:17:54,维持
买入,002468.SZ,1.38,申通快递,18.78,成本优化效率提升将持续兑现,西南证券,,,维持,2019-04-11T08:18:21,维持
增持,603939.SH,1.5,益丰药房,39,2018年报及2019Q1季报点评：Q1业绩快速增长，继续加强药店布局,西南证券,,,维持,2019-04-11T08:18:31,维持
买入,300482.SZ,1.26,万孚生物,28,业绩增长稳健，持续高增长可期,西南证券,0.9,40,首次,2019-04-11T08:19:22,首次
买入,300628.SZ,3.78,亿联网络,25,业绩稳健增长，发展潜力仍然巨大,国盛证券,2.85,33,维持,2019-04-11T08:20:11,维持
增持,600582.SH,0.33,天地科技,12.9,安全科技优良基因构筑强大护城河,平安证券,,,维持,2019-04-11T08:20:11,维持
买入,300396.SZ,0.95,迪瑞医疗,18.57,19Q1恢复快速增长，新品放量可期,西南证券,0.72,24.58,首次,2019-04-11T08:20:32,首次
增持,603444.SH,11.09,吉比特,18.7,2018年报点评：业绩好于预期，派息率高达99.43%,东方财富证券,,,维持,2019-04-11T08:37:00,维持
增持,002594.SZ,1.05,比亚迪,53,更新研究：车型体系日臻完善 上半年业绩压力较小,东方财富证券,,,维持,2019-04-11T08:37:22,维持
增持,600392.SH,0.22,盛和资源,55.08,点评报告：营收同比增长，毛利受产品价格牵制,万联证券,,,维持,2019-04-11T08:39:32,维持
买入,300037.SZ,1.08,新宙邦,25,扣非业绩高增超预期，多业务协同发展,中泰证券,,,维持,2019-04-11T08:42:32,维持
买入,002920.SZ,0.83,德赛西威,37,现金流逆势增长，新获70亿订单验证成长确定性,申万宏源,,,维持,2019-04-11T08:54:48,维持
买入,002468.SZ,1.4,申通快递,18.21,业绩符合预期，看好成本改善,天风证券,,,维持,2019-04-11T08:55:45,维持
买入,600808.SH,0.77,马钢股份,5.35,轮轴钢凸显公司特色 后期有望保持稳定盈利,天风证券,,,首次,2019-04-11T08:56:23,首次
买入,600867.SH,0.6,通化东宝,29.83,门冬胰岛素申报生产受理，类似药第二个产品进入上市倒计时,中泰证券,0.46,38.94,维持,2019-04-11T08:57:59,维持
增持,600459.SH,0.47,贵研铂业,36.44,产业布局加快，三大板块协同发展,天风证券,,,维持,2019-04-11T08:58:08,维持
买入,000799.SZ,0.9,酒鬼酒,31,Q1利润略低预期，长期不改企业加速之势,国金证券,,,维持,2019-04-11T09:00:18,维持
,A19081.SH,,博瑞医药,,坚持研发和创新导向，仿创结合的新型药企,申万宏源,,,,2019-04-11T09:16:53,
买入,002146.SZ,2.22,荣盛发展,5.55,销售规模破千亿，净负债率大幅下降,天风证券,,,维持,2019-04-11T09:18:28,维持
买入,603156.SH,4.09,养元饮品,20,高新技术企业认定，利润弹性扩大,天风证券,,,维持,2019-04-11T09:19:17,维持
买入,002599.SZ,0.462,盛通股份,28,FY18年收入同增31%，净利同比34%，国资入股凸显价值，教育业务稳健推进持续增长,国金证券,,,维持,2019-04-11T09:19:25,维持
买入,300661.SZ,1.51,圣邦股份,58.12,短期业绩承压，不改中长期国产化替代逻辑,天风证券,1.31,66.98,维持,2019-04-11T09:19:54,维持
买入,300124.SZ,0.83,汇川技术,33.32,一季度预告是低点，工控复苏和乘用车电控值期待,东吴证券,0.7,39.41,维持,2019-04-11T09:20:14,维持
买入,002376.SZ,0.864,新北洋,19.6,新业务占比提升8pct，扩产能将支撑更高成长性,中银国际,,,维持,2019-04-11T09:20:27,维持
买入,600887.SH,1.25,伊利股份,31,高溢价回购，彰显公司信心,天风证券,,,维持,2019-04-11T09:21:26,维持
买入,002916.SZ,3.17,深南电路,38.5,一季度业绩符合预期；发行可转债，产能持续扩张,国盛证券,,,维持,2019-04-11T09:26:59,维持
买入,600346.SH,1.69,恒力股份,15,2018年报点评：业绩稳健增长，全产业链发展打开成长空间,华创证券,,,调高,2019-04-11T09:28:08,调高
增持,002327.SZ,0.71,富安娜,13,2018年年报点评：低估值行业龙头，线上稳步复苏,国信证券,,,维持,2019-04-11T09:28:16,维持
增持,001965.SZ,0.68,招商公路,13,2018年报点评：业绩同比增长16%，稳健的国内公路投资运营龙头，持续“推荐”,华创证券,,,维持,2019-04-11T09:29:57,维持
买入,601607.SH,1.47,上海医药,20.56,推出股票期权激励计划，国企改革激发新活力,中泰证券,,,维持,2019-04-11T09:39:09,维持
买入,600346.SH,1.36,恒力股份,14.2,PTA高盈利，炼化一体化龙头扬帆起航,财通证券,,,维持,2019-04-11T09:51:14,维持
买入,000625.SZ,0.59,长安汽车,17.3,行业拐点已至，弹性首选长安,财通证券,0.12,82,维持,2019-04-11T09:51:33,维持
增持,300492.SZ,0.4,山鼎设计,71.54,2018年报点评：营业增速迎拐点，切入TOD市场有望提供强劲业绩动力,东兴证券,,,首次,2019-04-11T09:54:03,首次
增持,603180.SH,3.65,金牌厨柜,21.4,业绩稳步上升，渠道产能双扩张驱动公司成长,财富证券,,,首次,2019-04-11T09:58:26,首次
增持,603365.SH,1.21,水星家纺,16,电商渠道增速放缓，线下渠道保持稳健,华金证券,,,维持,2019-04-11T10:02:22,维持
买入,300124.SZ,0.83,汇川技术,33.27,公司2019年一季报业绩预告点评：2019Q1收入稳健增长，收购贝思特实现业务协同,新时代,0.7,39.4,维持,2019-04-11T11:16:57,维持
增持,002126.SZ,0.57,银轮股份,16,收购SetrabAB公司，发力高端电动车市场,国联证券,0.48,19.25,维持,2019-04-11T11:18:52,维持
增持,300129.SZ,0.21,泰胜风能,25.19,行业景气度提升，业绩拐点有望显现,平安证券,,,维持,2019-04-11T11:20:29,维持
买入,300413.SZ,1.15,芒果超媒,39,2019Q1业绩预告点评：Q1净利稳健增长，会员与广告双轮驱动,光大证券,0.93,48,维持,2019-04-11T11:21:19,维持
买入,300015.SZ,0.59,爱尔眼科,58,2019年一季报业绩预告点评：业绩符合预期，视光业务有望成为最大增长亮点,光大证券,0.42,81,维持,2019-04-11T11:23:11,维持
买入,300766.SZ,0.82,每日互动,53.85,公司深度报告：一文读懂利润核心“轻推送”,长城证券,,,维持,2019-04-11T11:23:56,维持
买入,002373.SZ,0.69,千方科技,35,交通及安防协同性增强，车联网业务取得多项成果,广证恒生,,,维持,2019-04-11T11:32:38,维持
增持,000012.SZ,0.32,南玻A,17,玻璃行业老牌劲旅，三大业务助力远航,中银国际,0.27,19.7,调低,2019-04-11T11:48:45,调低
买入,601636.SH,0.51,旗滨集团,8.8,平板玻璃原片龙头，高股息具备安全边际,中银国际,,,调高,2019-04-11T11:49:03,调高
买入,300673.SZ,1.42,佩蒂股份,35.5,年报点评：全年业绩稳健增长，持续看好19年国内品牌建设,东兴证券,,,维持,2019-04-11T12:47:31,维持
增持,300580.SZ,0.96,贝斯特,19.81,公司动态点评：第四季度业绩增速亮眼，持续布局新产能和新产品,长城证券,,,维持,2019-04-11T13:07:00,维持
增持,300616.SZ,3.06,尚品宅配,31.1,19Q1营收增速亮眼，软件基因加持，看好公司成长性,国盛证券,2.44,38.9,维持,2019-04-11T13:09:29,维持
买入,300498.SZ,2.54,温氏股份,15.83,猪鸡共舞，业绩有望再次刷新纪录,华泰证券,,,维持,2019-04-11T13:10:31,维持
买入,002353.SZ,0.93,杰瑞股份,27,2018年年报点评：业绩大幅增长，盈利能力持续改善,国信证券,,,维持,2019-04-11T13:10:40,维持
买入,300113.SZ,0.87,顺网科技,20.8,重大事件快评：牵手浩方在线成立合资子公司，顺网云有望加速落地,国信证券,0.52,35,维持,2019-04-11T13:11:21,维持
增持,001965.SZ,0.67,招商公路,13.46,业绩符合预期，股权激励成新亮点,华泰证券,,,维持,2019-04-11T13:12:14,维持
买入,300673.SZ,1.82,佩蒂股份,27.67,18年完美收官，国内布局高成长,华泰证券,,,调高,2019-04-11T13:12:21,调高
买入,300316.SZ,0.58,晶盛机电,23.64,下游扩产空间广，光伏+半导体设备双发力,华泰证券,,,维持,2019-04-11T13:12:29,维持
增持,603939.SH,1.5,益丰药房,39,门店增长迅速，业绩维持高速增长,平安证券,,,维持,2019-04-11T13:13:01,维持
增持,600330.SH,0.37,天通股份,23.95,跬步积累，材料和设备成长双兑现,华泰证券,,,维持,2019-04-11T13:13:11,维持
买入,603200.SH,1.44,上海洗霸,27.13,外延路径清晰，布局危废眼光独到,华泰证券,,,维持,2019-04-11T13:13:16,维持
买入,000629.SZ,0.39,攀钢钒钛,9.6,2019Q1业绩同比上行超50%,华泰证券,,,调高,2019-04-11T13:13:21,调高
买入,002376.SZ,0.74,新北洋,23,2018年年报点评：业绩符合预期，成长动力充足,光大证券,,,维持,2019-04-11T13:14:01,维持
买入,000672.SZ,2.18,上峰水泥,6.48,盈利能力创新高，员工持股显活力,华泰证券,,,调高,2019-04-11T13:15:30,调高
买入,601225.SH,1.13,陕西煤业,8.6,业绩平稳增长，未来受益产能扩建及蒙华铁路开通,中泰证券,,,维持,2019-04-11T13:15:48,维持
买入,300316.SZ,0.532,晶盛机电,26,业绩持续增长，半导体设备已实现交付,中银国际,,,维持,2019-04-11T13:15:53,维持
买入,300628.SZ,3.64,亿联网络,26.4,2019年一季报预告点评：19Q1业绩持续高速增长，略超预期,国信证券,2.86,33.5,维持,2019-04-11T13:18:10,维持
增持,300673.SZ,1.41,佩蒂股份,35.7,风宜长物放眼量，发布定增计划全面发力国内宠物食品市场,中信建投,,,维持,2019-04-11T13:18:21,维持
增持,000157.SZ,0.42,中联重科,13,2018年报及2019年一季度业绩预告点评：盈利能力持续提升，一季报业绩再超预期,华创证券,,,维持,2019-04-11T13:19:11,维持
买入,300192.SZ,0.39,科斯伍德,28,龙门业绩优异，顺利完成承诺,中泰证券,0.11,102,维持,2019-04-11T13:20:48,维持
,A19073.SH,,瀚川智能,,科创投资手册系列：科创板高端装备解读：瀚川智能,华泰证券,,,,2019-04-11T13:23:04,
增持,A19073.SH,,瀚川智能,,科创板高端装备解读：瀚川智能,华泰证券,,,维持,2019-04-11T13:29:14,维持
增持,601872.SH,0.25,招商轮船,20,2018年报点评：18Q4油运旺季推动全年业绩快速增长，看好19年下半年行业进攻属性,华创证券,,,维持,2019-04-11T13:31:24,维持
增持,603444.SH,11.73,吉比特,18.8,产品储备丰富，业绩稳健增长,华金证券,,,首次,2019-04-11T13:32:34,首次
增持,A19045.SH,,国盾量子,,科创板系列二（国盾量子）：量子保密通信行业龙头,中泰证券,,,维持,2019-04-11T13:35:38,维持
,A17259.SH,,晶丰明源,,科创板系列·十五：晶丰明源,天风证券,,,,2019-04-11T13:42:03,
增持,603444.SH,11.1,吉比特,20,2018年报点评：2019产品储备充足，《问道》流水多年保持稳定,华创证券,,,维持,2019-04-11T13:48:54,维持
买入,601225.SH,1.16,陕西煤业,8.4,业绩符合预期，期待新增产能释放,安信证券,,,维持,2019-04-11T13:55:00,维持
买入,002563.SZ,0.73,森马服饰,19,内生外延进一步巩固童装龙头地位，供应链升级休闲服装恢复增长,广证恒生,0.63,,首次,2019-04-11T14:02:32,首次
买入,300476.SZ,0.71,胜宏科技,27,客户债务重组损失拖累业绩，扣非归母净利润大增63%,东方证券,,,维持,2019-04-11T14:02:51,维持
增持,601766.SH,0.47,中国中车,19.51,单季度毛利率有所波动，车辆维修订单高增长,国联证券,,,维持,2019-04-11T14:04:11,维持
增持,000524.SZ,0.34,岭南控股,26,主业维持稳定增长，调整布局挖掘大湾区开发红利,申万宏源,,,维持,2019-04-11T14:13:37,维持
买入,300258.SZ,0.86,精锻科技,17,2019平稳起步,天风证券,0.72,20.35,维持,2019-04-11T14:14:34,维持
买入,600346.SH,1.5,恒力股份,13,经营业绩再创历史新高，炼化项目率先打通全流程,申万宏源,,,维持,2019-04-11T14:14:37,维持
买入,000672.SZ,2.07,上峰水泥,6.84,华东水泥高景气，经营能力再提升,天风证券,,,维持,2019-04-11T14:14:46,维持
买入,603866.SH,1.59,桃李面包,35.43,一季度业绩快报点评：费用先发投放确立全年稳健增长,东兴证券,,,维持,2019-04-11T14:14:52,维持
买入,603200.SH,1.47,上海洗霸,26,宝钢”1+1”合作里程碑，拿单或由点转面跃上新台阶,天风证券,,,维持,2019-04-11T14:14:53,维持
买入,000799.SZ,0.89,酒鬼酒,31.28,2019Q1业绩快报点评：内参放量助推营收增长，辩证看待费用投放,东兴证券,,,维持,2019-04-11T14:14:53,维持
增持,603214.SH,1.47,爱婴室,28.87,2018年报点评：门店加速扩张毛利稳步提升促进收益增加,东兴证券,,,首次,2019-04-11T14:15:22,首次
增持,603365.SH,1.25,水星家纺,15,电商业务逐步回暖，极致大单品爆款引流,申万宏源,,,维持,2019-04-11T14:15:27,维持
增持,300394.SZ,0.89,天孚通信,36,2018年报点评：新产品线与海外业务扩张，助力业绩增长,东兴证券,,,首次,2019-04-11T14:15:51,首次
增持,601225.SH,1,陕西煤业,9.8,产量释放即将接替价格成为增长驱动,华金证券,,,维持,2019-04-11T14:16:58,维持
,A19019.SH,,优刻得,,稀缺的全内资公有云明星厂商：优刻得,申万宏源,,,,2019-04-11T14:41:05,
买入,300271.SZ,0.81,华宇软件,28,2019年一季报预告点评：订单持续加速,华创证券,0.66,34,维持,2019-04-11T14:49:45,维持
买入,603990.SH,0.87,麦迪科技,62.5,业绩符合预期，经营性现金流大幅好转,安信证券,,,首次,2019-04-11T14:50:40,首次
买入,600388.SH,0.83,龙净环保,16,2018年报点评：大气业务持续推进，新领域多点开花,华创证券,,,维持,2019-04-11T14:52:31,维持
增持,603568.SH,1.35,伟明环保,20.9,深耕垃圾焚烧主业，积极推进项目建,安信证券,,,维持,2019-04-11T15:14:24,维持
增持,300673.SZ,1.32,佩蒂股份,38.1,销量高增长，国内业务有望稳步开展,安信证券,,,调低,2019-04-11T15:19:02,调低
买入,300616.SZ,3.16,尚品宅配,30.3,2019年一季度业绩预告点评：营收快增长、业绩同比减亏，全年开局良好,华创证券,2.44,39.2,维持,2019-04-11T15:29:50,维持
,A19086.SH,,海天瑞声,,科创板系列十二：海天瑞声，稀缺的人工智能数据资源提供商,天风证券,,,,2019-04-11T15:31:09,
,A19084.SH,,山石网科,,网络安全领域前沿技术的创新者,申万宏源,,,,2019-04-11T15:31:16,
买入,600867.SH,0.56,通化东宝,32,门冬胰岛素报产获得受理，管线持续推进有望逐步迎来产品收获期,天风证券,0.46,39,维持,2019-04-11T15:32:22,维持
,A19090.SH,,卓易科技,,大陆唯一X86架构BIOS独立供应商,申万宏源,,,,2019-04-11T15:32:22,
,A19084.SH,,山石网科,,科创板系列十三：山石网科，网络安全行业的创新领导者,天风证券,,,,2019-04-11T15:32:28,
买入,603030.SH,0.66,全筑股份,13.17,业绩实现高速增长，经营现金流情况显著好转,天风证券,,,维持,2019-04-11T15:32:33,维持
,A19048.SH,,光峰科技,,科创板电子设备系列之：光峰科技,华鑫证券,,,,2019-04-11T15:33:05,
增持,002288.SZ,0.12,超华科技,44,扣非后利润大增，铜箔和覆铜板步步推进,中泰证券,,,维持,2019-04-11T15:33:53,维持
增持,603365.SH,1.2,水星家纺,16,全年线下平稳，Q4线上恢复增长,中泰证券,,,维持,2019-04-11T15:34:27,维持
买入,300498.SZ,2.21,温氏股份,18.12,猪周期有望迎来反转，鸡猪共舞在即,东北证券,,,调高,2019-04-11T15:37:45,调高
增持,603333.SH,0.21,尚纬股份,39.5,电缆龙头强劲复苏，业绩有望维持高速增长,安信证券,,,首次,2019-04-11T15:41:36,首次
买入,002933.SZ,1.79,新兴装备,29,拳头产品优势明显，科技创新成效显著,太平洋,,,首次,2019-04-11T15:52:01,首次
增持,600570.SH,1.41,恒生电子,64.99,深度报告：三大“飞轮”共驱业绩，研发创新引领未来,渤海证券,,,首次,2019-04-11T15:52:55,首次
增持,002277.SZ,0.29,友阿股份,15,2018年年报点评：业绩符合预告，新店培育导致高费用,光大证券,,,维持,2019-04-11T15:53:41,维持
增持,002707.SZ,0.3,众信旅游,26,出境游运营商龙头，产业链一体化加速,国盛证券,0,,首次,2019-04-11T15:53:42,首次
